date,fund_id,y_true,xgb,fold
2022-12-21,LIC_LargeCap,1,0.9601496,4
2022-12-22,LIC_LargeCap,1,0.9576183,4
2022-12-23,LIC_LargeCap,1,0.9435395,4
2022-12-26,LIC_LargeCap,0,0.91399884,4
2022-12-27,LIC_LargeCap,1,0.9734378,4
2022-12-28,LIC_LargeCap,1,0.9735169,4
2022-12-29,LIC_LargeCap,1,0.97457755,4
2022-12-30,LIC_LargeCap,1,0.9787291,4
2023-01-02,LIC_LargeCap,1,0.9703762,4
2023-01-03,LIC_LargeCap,1,0.9766848,4
2023-01-04,LIC_LargeCap,1,0.973505,4
2023-01-05,LIC_LargeCap,1,0.97993016,4
2023-01-06,LIC_LargeCap,1,0.9807062,4
2023-01-09,LIC_LargeCap,1,0.97327775,4
2023-01-10,LIC_LargeCap,1,0.97784084,4
2023-01-11,LIC_LargeCap,1,0.98356664,4
2023-01-12,LIC_LargeCap,1,0.98551196,4
2023-01-13,LIC_LargeCap,1,0.9829054,4
2023-01-16,LIC_LargeCap,1,0.97399706,4
2023-01-17,LIC_LargeCap,1,0.98121625,4
2023-01-18,LIC_LargeCap,1,0.98411787,4
2023-01-19,LIC_LargeCap,1,0.9874471,4
2023-01-20,LIC_LargeCap,1,0.98679894,4
2023-01-23,LIC_LargeCap,1,0.9888903,4
2023-01-24,LIC_LargeCap,1,0.98872924,4
2023-01-25,LIC_LargeCap,1,0.9851391,4
2023-01-27,LIC_LargeCap,1,0.9822858,4
2023-01-30,LIC_LargeCap,0,0.9798758,4
2023-01-31,LIC_LargeCap,0,0.9736959,4
2023-02-01,LIC_LargeCap,0,0.8784261,4
2023-02-02,LIC_LargeCap,0,0.76072305,4
2023-02-03,LIC_LargeCap,0,0.83231694,4
2023-02-06,LIC_LargeCap,0,0.7934181,4
2023-02-07,LIC_LargeCap,0,0.8499915,4
2023-02-08,LIC_LargeCap,0,0.80531514,4
2023-02-09,LIC_LargeCap,0,0.8098052,4
2023-02-10,LIC_LargeCap,0,0.8635521,4
2023-02-13,LIC_LargeCap,0,0.8558005,4
2023-02-14,LIC_LargeCap,0,0.78279614,4
2023-02-15,LIC_LargeCap,0,0.7269456,4
2023-02-16,LIC_LargeCap,0,0.71164936,4
2023-02-17,LIC_LargeCap,0,0.8049162,4
2023-02-20,LIC_LargeCap,0,0.7562443,4
2023-02-21,LIC_LargeCap,0,0.7338737,4
2023-02-22,LIC_LargeCap,0,0.7479375,4
2023-02-23,LIC_LargeCap,0,0.735828,4
2023-02-24,LIC_LargeCap,0,0.7371087,4
2023-02-27,LIC_LargeCap,0,0.7285053,4
2023-02-28,LIC_LargeCap,0,0.8098121,4
2023-03-01,LIC_LargeCap,0,0.8130791,4
2023-03-02,LIC_LargeCap,0,0.79966056,4
2023-03-03,LIC_LargeCap,0,0.8583526,4
2023-03-06,LIC_LargeCap,0,0.86213595,4
2023-03-08,LIC_LargeCap,0,0.8507184,4
2023-03-09,LIC_LargeCap,0,0.8418011,4
2023-03-10,LIC_LargeCap,0,0.88506824,4
2023-03-13,LIC_LargeCap,0,0.90922207,4
2023-03-14,LIC_LargeCap,0,0.88687724,4
2023-03-15,LIC_LargeCap,0,0.88081527,4
2023-03-16,LIC_LargeCap,0,0.8346957,4
2023-03-17,LIC_LargeCap,0,0.8321364,4
2023-03-20,LIC_LargeCap,0,0.9032118,4
2023-03-21,LIC_LargeCap,0,0.8963912,4
2023-03-22,LIC_LargeCap,0,0.90513206,4
2023-03-23,LIC_LargeCap,0,0.8766688,4
2023-03-24,LIC_LargeCap,0,0.9100601,4
2023-03-27,LIC_LargeCap,0,0.9463282,4
2023-03-28,LIC_LargeCap,0,0.86396956,4
2023-03-29,LIC_LargeCap,0,0.8627452,4
2023-03-31,LIC_LargeCap,0,0.86071247,4
2023-04-03,LIC_LargeCap,0,0.8400823,4
2023-04-05,LIC_LargeCap,0,0.84251773,4
2023-04-06,LIC_LargeCap,0,0.85198927,4
2023-04-10,LIC_LargeCap,0,0.88902116,4
2023-04-11,LIC_LargeCap,0,0.8669438,4
2023-04-12,LIC_LargeCap,0,0.8751648,4
2023-04-13,LIC_LargeCap,0,0.8585125,4
2023-04-17,LIC_LargeCap,0,0.86221766,4
2023-04-18,LIC_LargeCap,0,0.866966,4
2023-04-19,LIC_LargeCap,0,0.8581317,4
2023-04-20,LIC_LargeCap,0,0.8379655,4
2023-04-21,LIC_LargeCap,0,0.8449263,4
2023-04-24,LIC_LargeCap,0,0.8462213,4
2023-04-25,LIC_LargeCap,0,0.812392,4
2023-04-26,LIC_LargeCap,0,0.8225086,4
2023-04-27,LIC_LargeCap,0,0.82499576,4
2023-04-28,LIC_LargeCap,0,0.8383082,4
2023-05-02,LIC_LargeCap,0,0.81663936,4
2023-05-03,LIC_LargeCap,0,0.7922515,4
2023-05-04,LIC_LargeCap,0,0.90213454,4
2023-05-05,LIC_LargeCap,0,0.8609814,4
2023-05-08,LIC_LargeCap,0,0.85545903,4
2023-05-09,LIC_LargeCap,0,0.8348638,4
2023-05-10,LIC_LargeCap,0,0.7809442,4
2023-05-11,LIC_LargeCap,0,0.7247545,4
2023-05-12,LIC_LargeCap,0,0.7263973,4
2023-05-15,LIC_LargeCap,0,0.82711095,4
2023-05-16,LIC_LargeCap,0,0.84070355,4
2023-05-17,LIC_LargeCap,0,0.7004668,4
2023-05-18,LIC_LargeCap,0,0.6852083,4
2023-05-19,LIC_LargeCap,0,0.72548306,4
